# Sheet: EDUCATION
,68,"There is need to have a clinical instructor available in the clinical area mostly medsurg to make our clinical area more of a learning environment not a task force area.This is because most of the students have gotten used to the routine task allocation in the medical surgical ward, let's also spare sometime to practice whatever we learnt in class guided by a clinical instructor,The school should coordinate with the hospital so that we can have nurses ward round,this will also enable learning to take place. Let's also have more time for simulation when we are in class.Improve the quality of food for students,",,CLTE,,,,,,,,,,,,,,,
,69,POTT students objectives in the ward ,meeting ,CURR-O,,,,,,,,,,,,,,,
,70,Lack of sufficient clinical instructor POTT to guide students in the clinical area ,meeting ,CLTE,,,,,,,,,,,,,,,
,71,The OS for the POTT ,meeting,CURR-O,,,,,,,,,,,,,,,
,72,The scope of practice,Meeting,CURR-O,,,,,,,,,,,,,,,
,73,Mentorship for the POTT/ preceptorship for POTT,Meeting,CLTE,,,,,,,,,,,,,,,
,74,"When a complain is raised, the progress of you dealing with it is not updated to students",KCHS CS,FEDB,,,,,,,,,,,,,,,
,75, Sometimes no one picks the phone neither calls back after the missed calls,KCHS CS,COMM,,,,,,,,,,,,,,,
,76,Once we raise an issue of concern it takes a long time for the issue to be sorted out,KCHS CS,FEDB,,,,,,,,,,,,,,,
,77," Our opinios are only needed just for formalities, but action taken is opposite of what we want,",KCHS CS,FEDB,,,,,,,,,,,,,,,
,78,The response is always slow sometimes no response,KCHS CS,FEDB,,,,,,,,,,,,,,,
,79," Students are barely heard,amending tough rules",KCHS CS,POCY,,,,,,,,,,,,,,,
,80, You don't consider us as people one small mistake you chase us away,KCHS CS,POCY,,,,,,,,,,,,,,,
,81,"You delay , have misplaced priority and even when you seek our response you already know what to do so you do it for formality",KCHS CS,FEDB,,,,,,,,,,,,,,,
,82, Some feedbacks are not usually that encouraging,KCHS CS,FEDB,,,,,,,,,,,,,,,
,83," Most complains or request are delayed so much ,to even a year....but anything affecting the admin is responded too fast.",KCHS CS,FEDB,,,,,,,,,,,,,,,
,84,Yall do not listen once tou have decided that's it,KCHS CS,COMM,,,,,,,,,,,,,,,
,85," There's a lot of judgement from some stuff,alot of lies too about someone's life,invasion of privacy...it's just too much.",KCHS CS,COMM,,,,,,,,,,,,,,,
,86,  Fair because not once have I texted the school asking a particular matter and they leave me on read or give me unsatisfactory response,KCHS CS,COMM,,,,,,,,,,,,,,,
,87,  Due to some harassment in clinical areas,KCHS CS,CLTE,,,,,,,,,,,,,,,
,88," Its an adult learning institution, but we are treated as children  u try to listen to us but no changes",KCHS CS,POCY,,,,,,,,,,,,,,,
,89,   You involve us when you want to carry out projects only for formality purposes and not because you actually want our opinion or input,KCHS CS,FEDB,,,,,,,,,,,,,,,
,90," Concerning sickness, sometimes your very weak and your told to come for sick sheet or attach medical report yet I am a day scholar and once you explain yourself your told to write apology letter",KCHS CS,POCY,,,,,,,,,,,,,,,
,91,   You chase people away without a second thought. You should consider us. Please review your student handbook those two should be increased.,KCHS CS,POCY,,,,,,,,,,,,,,,
,92,"  You're very subjective ....you never want to listen on the second party or if you listen ,you never consider while concluding a repercussion.",KCHS CS,POCY,,,,,,,,,,,,,,,
,93,  Some are rude but in general it's good,KCHS CS,COMM,,,,,,,,,,,,,,,
,94, I think the library time should be extended abit,KCHS CS,POCY,,,,,,,,,,,,,,,
,95," I got chased away for not remembering the name of the book I was looking for, it would have been better if I was redirected to an isle where the book could possibly be",KCHS CS,COMM,,,,,,,,,,,,,,,
,97, According to the official notice library is supposed to be closed at 9pm but immediately at 6pm the library attendant always tells us to get out its time to go home,KCHS CS,POCY,,,,,,,,,,,,,,,
,98, Need an upgrade on some units and books,KCHS CS,TECH,,,,,,,,,,,,,,,
,99,Maintain the opening time especially on weekend,KCHS CS,POCY,,,,,,,,,,,,,,,
,101,"The teaching style lacked clarity and engagement at times. There were occasional difficulties understanding key concepts, and feedback on assignments was limited or delayed. More interactive activities and clearer explanations would greatly improve the learning experience.",KCHS CS,TECH,,,,,,,,,,,,,,,
,102," One week not enough for teaching, reading, absorbing the information and Doing Exams on Friday. A lot of congestion and cramming needed.",KCHS CS,TECH,,,,,,,,,,,,,,,
,103, I suggest they improve on students involvement such presentation by students,KCHS CS,TECH,,,,,,,,,,,,,,,
,104,"Course outline is not fully covered, sometimes last minute rush to cover some topics, esp in out of time allocated for class:early or late classes",KCHS CS,TECH,,,,,,,,,,,,,,,
,106,Enforce a rule whereby not more than like not more than an average of 20% of the lessons easier access to the computer hub,KCHS CS,TECH,,,,,,,,,,,,,,,
,108,"At least speed of teaching to be reduced, all other areas are well done.",KCHS CS,TECH,,,,,,,,,,,,,,,
,109," Fast teaching,just reading through slides, poor method of delivery in some",KCHS CS,TECH,,,,,,,,,,,,,,,
,110,So far has been good except 1 tutor who used to dictate notes without projecting disadvantaging visual learners.,KCHS CS,TECH,,,,,,,,,,,,,,,
,111,"You ask the issues while already done with the semester, is the goal to help us or the people after us",KCHS CS,FEDB,,,,,,,,,,,,,,,
,113,I have been able to grasp quite much though some units have beea challenge especially those that tutor uses alot of grammar that does not add up to anything,KCHS CS,TECH,,,,,,,,,,,,,,,
,115,"Teaching style, try improve on the bulk of information you are impacting on students at certain time let it be about content en how much students understand and not about bulk",KCHS CS,TECH,,,,,,,,,,,,,,,
,116,Teaching methodology for most tutors are okay. Kindly offer prompt feedbacks on cats and  assignments done to give students time to do the revisions that will help them revise as well and make corrections where necessary,KCHS CS,TECH,,,,,,,,,,,,,,,
,119,"The tutors delivered the content adequately, but sometimes the teaching style lacked engagement and clarity.",KCHS CS,TECH,,,,,,,,,,,,,,,
,121,Some tutors articulate their materials well and bring about critical thinking will others not and they espect it to be shown in exams,KCHS CS,TECH,,,,,,,,,,,,,,,
,122,"This was a significant point of discussion, with a focus on improving the quality of food for students. ",KCHS CS,,,,,,,,,,,,,,,,
,,The students discussed the shortage of kitchen staff ,,,,,,,,,,,,,,,,,
,,A key point was the need for food to be well-prepared and should be enough for the students as it has been reported several students to miss food,,,,,,,,,,,,,,,,,
,,outdated policy and procedures,KCHS CS,POCY,,,,,,,,,,,,,,,
,,Delay in the response to maintanace,,POCY,,track the requests,,,,,,,,,,,,,
,,T shirts for POTT,,,,to be given,,,,,,,,,,,,,
,,open examination portal,forum,,,Request tutors to come and revise with you,,,,,,,,,,,,,
,,request for easy access to the examination,forum,,,the library has a lot of resources,,,,,,,,,,,,,
,,complains about fee statement that they are not showing in the ,forum,,,Mid of october that the fee should tally with the actual from the financial,,,,,,,,,,,,,
,,"student welfare, incase a student looses a relative",forum,,,Needs more information and look at the possibility of improving,,,,,,,,,,,,,
,,"Field, for sports and co-curriculum activities",forum,,,,,,,,,,,,,,,,
,,"Students on rotation, student for locum.",forum,,,,,,,,,,,,,,,,
,,"Meals shld be prepared better
Meals are late and lateness of service ",forum,,,,,,,,,,,,,,,,
,,more of staff for serving the meals,forum,,,,,,,,,,,,,,,,
,,lower caf and they are not allowed toeteria is small for the students,forum,,,,,,,,,,,,,,,,
,,clean water at the classrosoms,forum,,,,,,,,,,,,,,,,
,,POTT students clear objectives in the ward and the incharges to be aware that the students are to rotate ,forum,,,MRP for all the cohorts and the objectives shared with the incharges,,,,,,,,,,,,,
,,The road that is connecting the hospital and the classes to be put marrum,forum,,,,,,,,,,,,,,,,
,,"Food is in small portion and when asks for additional, the are assumed",forum,,,Carol and DSS,,,,,,,,,,,,,
,,"External rotations, additional tables and internet connection",forum,,,,,,,,,,,,,,,,
,,Provision of materials before block to class to revise,forum,,,"Access for the notes, organized to have the class tutor to have them shared before the report block",,,,,,,,,,,,,
,,"Tea, is finishing before ",forum,,,Tea is enough but stop the thermos so that others do not miss,,,,,,,,,,,,,
,,Hepatitis B vaccine why the insurance cannokt pay for the vaccine,forum,,,No coveer by SHA,,,,,,,,,,,,,
,,"Resit, should be a new exam of a repeat of the same",forum,,,It is supplementary not resit,,,,,,,,,,,,,
,,conver the amount to our SHA from the school fees,forum,,,The current school fees there is no charge for medical fee,,,,,,,,,,,,,
,,Dayscholars why they are exepted from the staff subsidized meal,forum,,,,,,,,,,,,,,,,
,,Management to pay for DSTV Volley ball and football 4200,,,,To sit with the team to determine if the proposal if it will work,,,,,,,,,,,,,
,,Hot water ,,,,To be provided with the same ,,,,,,,,,,,,,
,,Loans and scholarship,,,,Notification on availability there has been trippled.,,,,,,,,,,,,,
,,Hostility in the clinical area,,,,Follow up to be able to adress this with the specific areas,,,,,,,,,,,,,
,,Student to be allowed to use the lower gate to access the cafeteria,,,,"Dr, Arianna to follow up",,,,,,,,,,,,,
,,Find another way to punish the supplementary,,,,"There is no punishment, ensuring that you study the material again",,,,,,,,,,,,,
,,the classes that are happening outside the scheduled time,,,,Program coordinator to adress the issue,,,,,,,,,,,,,
,,payment for nutritionist consultation,,,,there needs confirmation,,,,,,,,,,,,,
,,pass mark that warants one repeat a whole semester,,,,Bob for clarification,,,,,,,,,,,,,
,,Uniforms,,,,have been ordered,,,,,,,,,,,,,


# Sheet: KCHS
,,,,,,CODE KEY,CURR-Curriculum,FEDB-Feedback action,,,WELF-Welfare,,,,,CLTE-clinical teaching,,,CURR-O-Curriculum objectives
,,,,,,,COMM-Communication,SECR-Security,POCY-Policy,,TECH-teaching,,,,,EVNR-Environment,,,
,,,,,,,,,,,,,,,,,,,
DATE,SNO,IDENTIFIED GAP,SOURCE,CODE,ENTRY DATE,RESPONSE,ACTION,RESPONSIBLE PERSON,1 MONTH,3 MONTHS,STATUS,DATE CLOSED,6 MONTHS,ANNUALY,REMARKS,TASK ALLCATION,,,
Apr-25,1,Expired curriculum,KCMS/COC,CURR,Feb-25,completeby 15 july,Complete the curriculum,HOP,,,DONE,15TH JULY 2025,,,,Luke,,,
,2,The progress of you dealing with it is not updated to students,KCHS CS,FEDB,,,,,,,,,,,,,,,
,3,Delayed response to issues,KCHS CS,COMM,,,,,,,,,,,,,,,
,4,"Our opinions are only needed just for formalities, but action taken is opposite of what we want,",KCHS CS,FEDB,,,,,,,IN PROGRESS,,,,,,,,
,5,"We had aired our concerns of not being comfortable with CCTV in the hostels and you guys
said you will not install them but guess what you installed them!",KCHS CS,SECR,,,,,,,,,,,,,,,
,6,"Students are barely heard,amending tough rules",KCHS CS,POCY,,Explanation of the procedure in the student forum,,,,,,,,,,,,,
,7,"We're not even recognized as part of the college and you should create awareness on who we
are and what we do in the clinical areas. We should also have clear objectives written down in
booklet as other departments",KCHS CS,CURR,,,,,,,,,,,,,,,
,8,Yall do not listen once tou have decided that's it,KCHS CS,COMM,,,,,,,,,,,,,,,
,9,"Poor communication skills and the fact that u don't seem to be on the same table showing
poor team work",KCHS CS,COMM,,,,,,,,,,,,,,,
,10,"I am satisfied with everything except the food
",KCHS CS,WELF,,,,,,,,,,,,,,,
,11,Recognize every carder equally kindly,KCHS CS,CURR,,,,,,,,,,,,,,,
,12,"It's an adult learning institution, but we are treated as children",KCHS CS,WELF,,,,,,,,,,,,,,,
,13,You involve us when you want to carry out projects only for formality purposes and not because you actually want our opinion or input,KCHS CS,,,,,,,,,,,,,,,,
,14,"Proper protocol guidance,(comment on proffessionalism)",KCHS CS,WELF,,,,,,,,,,,,,,,
,15,"Improve in your involvement on the junior students
",KCHS CS,WELF,,,,,,,,,,,,,,,
,16,The teaching style is okay but sometimes feedback in some areas is delayed or never given,KCHS CS,FEDB,,,,,,,,,,,,,,,
,17,"Try improve on the bulk of information you are impacting on students at certain
time let it be about content en how much students understand and not about bulk",KCHS CS,CURR,,,,,,,,,,,,,,,
,18,"some tutors articulate their materials well and bring about critical thinking will others not and
they espect it to be shown in exams",KCHS CS,TECH,,,,,,,,,,,,,,,
,19,Lack of sufficient clinical instructors to guide students in the clinical areas ,KCHS CS,CLTE,,,,,,,,,,,,,,,
,20,I could recommend for slabs at least to maintain the tidiness of the classrooms especially on a Maddy day.,KCHS CS,ENVR,,,,,,,,,,,,,,,
,21,"For the classes as RCO we need permanent classrooms ,to avoid the inconveniences of regular
shifting",KCHS CS,ENVR,,,,,,,,,,,,,,,
,22,despite the noises whenever the food is being brought to wards.,KCHS CS,ENVR,,,,,,,,,,,,,,,
,23,"For the classroom, there was a lit of noise from the construction",KCHS CS,ENVR,,,,,,,,,,,,,,,
,24,Some rooms are congested in hostels.,KCHS CS,ENVR,,,,,,,,,,,,,,,
,25,"The cats are licking the same plates we're using for our meals
.Maybe something should be done concerning that",KCHS CS,ENVR,,,,,,,,,,,,,,,
,26,The food is served very little. Also men are served a large amount of food compared to the ladies,KCHS CS,WELF,,hudles and qR codes and the comi ettee meets every Friday to look at the feedback,,,,,,,,,,,,,
,27,"Limited recreational facilities and events
",KCHS CS,WELF,,,,,,,,,,,,,,,
,28,"For the hostel, esp weekends, the bathrooms are never cleaned until Monday",KCHS CS,ENVR,,,,,,,,,,,,,,,
,29,"Hostels are crowded (4 people per room), only 2 sockets available to share among 4 people,
constant invasion by the monkeys and the CCTV placement is cynical",KCHS CS,ENVR,,A requirement from regulatory bdy,,,,,,,,,,,,,
,30,Hostel are no clean especially Ebenezer,KCHS CS,SECR,,,,,,,,,,,,,,,
,31,"The hostels,, especially the ones outside the hospital environment,,very poorly managed based
on the fact that we pay the same prices as those living in the hostels inside the hospital",KCHS CS,WELF,,,,,,,,,,,,,,,
,32,"Unhygienic and poor quality food in terms pf cooking method
",KCHS CS,WELF,,,,,,,,,,,,,,,
,33,sometimes students miss tea and sometimes we are denied tea if we go past the tea break this is in case of tutors overstaying in classes and releasing us late for tea,KCHS CS,WELF,,,,,,,,,,,,,,,
,34,Cafeteria sometimes meals provided not well prepared,KCHS CS,WELF,,,,,,,,,,,,,,,
,35,"I think that the girls domitory has a lot of rules that do not make sense and the food in the
cafeteria is not nice
",KCHS CS,WELF,,,,,,,,,,,,,,,
,36,"The food is not good ,bad taste n smell
",KCHS CS,WELF,,,,,,,,,,,,,,,
,37,The food sometimes especially lunch it's not fresh,KCHS CS,WELF,,,,,,,,,,,,,,,
,38,Some members undermining students as they deliver the services (cafteria),KCHS CS,WELF,,,,,,,,,,,,,,,
,39,"Sometimes, there is hostility( clinical
instruction, its impact on student performance, and our commitment to meeting
students’ expectations.)

",KCHS CS,CLTE,,,,,,,,,,,,,,,
,40,Colliding with in charges and sometimes one is not at ease with them,KCHS CS,CLTE,,,,,,,,,,,,,,,
,41,"The tutor in charge of clinicals rotation maybe should talk to the nursing incharges to let them
know that we are supposed to be there at that particular time so reduce misunderstanding and
dissapointments",KCHS CS,CURR-O,,,,,,,,,,,,,,,
,42,"We don't have a guide book, objective clearly defined on what we are supposed to meet",KCHS CS,CURR-O,,,,,,,,,,,,,,,
,43,No clinical instructor we relay on incharges..,KCHS CS,CLTE,,,,,,,,,,,,,,,
,44,"Some lessons are a bit rushed,and some instructions are given last minute giving us little time
to prepare",cls teaching,TECH,,,,,,,,,,,,,,,
,45,"Installation of CCTV inside the hostel, despite us being against it, no communication was
made, they were just installed, period!",,SECR,,,,,,,,,,,,,,,
,46,Delayed feedback,communication,FEDB,,,,,,,,,,,,,,,
,47,"Communication is not consistent.. Assessment days keeps changing which is so
inconveniencing to us",communication,COMM,,,,,,,,,,,,,,,
,48,"I feel like when yall are making a decision you have already decided their is no discussion
",communication,COMM,,,,,,,,,,,,,,,
,49,"For example when one has done something wrong , you should listen to the students side and
don't be rude about it because everyone makes mistakes and one can learn from there
mistakes
",communication,POCY,,,,,,,,,,,,,,,
,50,"it is important to communicate in time and without being controversial
",communication,COMM,,,,,,,,,,,,,,,
,51,The meals still ....no improvement despite our complaints, overall quality of service,WELF,,,,,,,,,,,,,,,
,52," When it comes to our comfort I dare say we
are neglected
",,WELF,,,,,,,,,,,,,,,
,54,School fees should be revised and affordable education provided Improve on time management,KCHS CS,FEES,,,,,,,,,,,,,,,
,55,"Sports, Music and drama as co- cullicular activities.",KCHS CS,WELF,,,,,,,,,,,,,,,
,56,"Am sorry to say this but to be honest, the college food is unsatisfying. The food served is very little. There is also discrimination in serving as the men are served alot of food while the ladies get only a small amount. Many are the times I've queued only to see the male students in front of me served well. My fellow ladies and I keep telling the servers to add us but they add only a little or even tell us to go and come back if we will not be full but when the men ask for more food, the add until the food is filled to the brim. This has been so unfair considering the amount we pay for food.",KCHS CS,WELF,,,,,,,,,,,,,,,
,57,"Easier access to the computer hub
",KCHS CS,WELF,,,,,,,,,,,,,,,
,58,"Not listening to the needs of the students, or providing excuses for needs u dont value their importsnce",KCHS CS,COMM,,,,,,,,,,,,,,,
,59,"Meals shld be prepared better
",,WELF,,,,,,,,,,,,,,,
,60,Plates for serving meals are never cleaned properly,,WELF,,,,,,,,,,,,,,,
,61,"Maybe our environment,at time's when it rains,the place is very muddy,i believe we could try to cement our school with pavements,also the drainage system, it's poor, especially the water that drains the way along mortuary also along the field because it's really even damaging our field considering we use the field in graduations and other activities and try to evade soil erosion.",,ENVR,,,,,,,,,,,,,,,
,62,"Communication wise,, i feel like students should be aware of the nature of exams and also length of the study is not what we signed for..",,COMM,,,,,,,,,,,,,,,
,63,"Our clinical area, mostly in med Surg placemen,I find it unsatisfying because when students are only used to the routine task like bed baths, administration of medications,feeding and turning they fail to learn a lot,so let's improve to make our clinical more of practicing and leaning,this can be done by having a clinical instructor available to facilitate learning in the clinicals.",,CLTE,,,,,,,,,,,,,,,
,64,"I do get the reson of sending some students behind due to indicpline but due to failing one unit
that is not fair towards the parents and the students because sometimes not all students are
blessed with the academic minds
",,POCY,,,,,,,,,,,,,,,
,65,Change the special beans to beans or something else,,WELF,,,,,,,,,,,,,,,
,66,"Please build residential apartments,,we need those,,not as hostels though",,ENVR,,,,,,,,,,,,,,,
,67,"Our program planning, clinicals mainly theatre department, we are full time student we need to
have a full working day",,CLTE,,,,,,,,,,,,,,,
,68,"There is need to have a clinical instructor available in the clinical area mostly medsurg to make our clinical area more of a learning environment not a task force area.This is because most of the students have gotten used to the routine task allocation in the medical surgical ward, let's also spare sometime to practice whatever we learnt in class guided by a clinical instructor,The school should coordinate with the hospital so that we can have nurses ward round,this will also enable learning to take place. Let's also have more time for simulation when we are in class.Improve the quality of food for students,",,CLTE,,,,,,,,,,,,,,,
,69,POTT students objectives in the ward ,meeting ,CURR-O,,,,,,,,,,,,,,,
,70,Lack of sufficient clinical instructor POTT to guide students in the clinical area ,meeting ,CLTE,,,,,,,,,,,,,,,
,71,The OS for the POTT ,meeting,CURR-O,,,,,,,,,,,,,,,
,72,The scope of practice,Meeting,CURR-O,,,,,,,,,,,,,,,
,73,Mentorship for the POTT/ preceptorship for POTT,Meeting,CLTE,,,,,,,,,,,,,,,
,74,"When a complain is raised, the progress of you dealing with it is not updated to students",KCHS CS,FEDB,,,,,,,,,,,,,,,
,75, Sometimes no one picks the phone neither calls back after the missed calls,KCHS CS,COMM,,,,,,,,,,,,,,,
,76,Once we raise an issue of concern it takes a long time for the issue to be sorted out,KCHS CS,FEDB,,,,,,,,,,,,,,,
,77," Our opinios are only needed just for formalities, but action taken is opposite of what we want,",KCHS CS,FEDB,,,,,,,,,,,,,,,
,78,The response is always slow sometimes no response,KCHS CS,FEDB,,,,,,,,,,,,,,,
